elt_condition,pc_brand,pc_model,pc_cpu,pc_ram,pc_drive_capacity,usage_information,pc_vga,desktop_screen_size,elt_warranty,elt_origin,classify,price
Đã sử dụng (chưa sửa chữa),Dell,Alienware,Intel Core i7,16 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Mỹ,laptop,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Alienware,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,2 tháng,Mỹ,laptop,19.500.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Book,Intel Core i7,32 GB,512 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,2 tháng,Mỹ,laptop,16.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,laptop,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.600.000 đ
Mới,Apple,MacBook Pro M1,,,,In trên bao bì,,,7-12 tháng,Mỹ,laptop,37.500.000 đ
Mới,Acer,Aspire,,,,In trên bao bì,,,1 tháng,Đài Loan,laptop,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,1 tháng,Mỹ,laptop,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,Intel Core i5,16 GB,512 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,12.490.000 đ
Đã sử dụng (chưa sửa chữa),Asus,ROG Strix Scar,Intel Core i5,4 GB,128 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,7-12 tháng,Đài Loan,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,4 GB,128 GB,In trên bao bì,,11 - 12.9 inch,Bảo hành hãng,Nhật Bản,laptop,1.300.000 đ
Đã sử dụng (chưa sửa chữa),Asus,TUF Gaming,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,12.000.000 đ
Đã sử dụng (chưa sửa chữa),Sony,S Series,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,1.750.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro M1,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,46.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,128 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,laptop,2.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook,Khác,,128 GB,In trên bao bì,,11 - 12.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.400.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,7-12 tháng,Mỹ,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,500 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Dòng Khác,,4 GB,,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Việt Nam,laptop,4.200.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Pro 4,Intel Core i5,8 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,1 tháng,Mỹ,laptop,4.500.000 đ
Mới,Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,4-6 tháng,Mỹ,laptop,14.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,,11 - 12.9 inch,3 tháng,Đang cập nhật,laptop,4.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,3 tháng,Đang cập nhật,laptop,4.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,4.400.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,,8 GB,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,11.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Nhật Bản,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,500 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Việt Nam,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,400.000 đ
Đã sử dụng (chưa sửa chữa),MSI,GF Series,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,laptop,8.990.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,,,,In trên bao bì,,,Còn bảo hành,Đang cập nhật,laptop,6.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Celeron,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Trung Quốc,laptop,4.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i7,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,11.900.000 đ
Đã sử dụng (qua sửa chữa),Lenovo,IdeaPad,Intel Core i3,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Trung Quốc,laptop,5.800.000 đ
Mới,Dell,Latitude,Intel Core i5,16 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Mỹ,laptop,13.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,10.900.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Laptop Studio,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i3,8 GB,128 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,laptop,1.500.000 đ
Mới,Apple,MacBook Pro M2 Touch Bar,Khác,8 GB,512 GB,In trên bao bì,Khác,13 - 14.9 inch,Còn bảo hành,Nước khác,laptop,31.500.000 đ
Mới,Apple,MacBook Pro,Khác,32 GB,1 TB,In trên bao bì,Khác,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,50.600.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i7,8 GB,250 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Việt Nam,laptop,4.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,16 GB,256 GB,In trên bao bì,,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,6.300.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,6.800.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,9.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,4 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Ryzen 7,16 GB,256 GB,In trên bao bì,NVIDIA,,Bảo hành hãng,Đang cập nhật,laptop,7.600.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Core i3,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,Còn bảo hành,Mỹ,laptop,6.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,8 GB,256 GB,In trên bao bì,,13 - 14.9 inch,2 tháng,Đang cập nhật,laptop,4.700.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Dòng Khác,Intel Core i3,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,3.000.000 đ
Mới,Acer,Aspire,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Việt Nam,laptop,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface,Intel Core i7,16 GB,512 GB,In trên bao bì,,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,13.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,16 GB,256 GB,In trên bao bì,,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,8.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,18.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,5.555.555 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,3 tháng,Mỹ,laptop,6.400.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,7.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,laptop,6.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,ASUSPRO,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface,AMD,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,16 GB,256 GB,In trên bao bì,,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,3.700.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,16 GB,256 GB,In trên bao bì,,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,10.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.999.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,16 GB,256 GB,In trên bao bì,,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,11.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,15.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,Intel Core i3,8 GB,512 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.490.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i3,4 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,3.700.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,16 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,1 tháng,Mỹ,laptop,8.700.000 đ
Đã sử dụng (chưa sửa chữa),MSI,Dòng Khác,Intel Core i7,16 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,27.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,ZBook,Intel Core i9,> 32GB,> 1 TB,In trên bao bì,Onboard,15 - 16.9 inch,4-6 tháng,Mỹ,laptop,17.700.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Dòng khác,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,4.999.999 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,8 GB,< 128 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro Touch Bar,Intel Core i7,32 GB,512 GB,In trên bao bì,AMD,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,17.500.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Nitro 5,Intel Core i7,16 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,19.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,OMEN,Ryzen 7,32 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Việt Nam,laptop,12.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,Intel Core i3,4 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,5.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i7,16 GB,256 GB,In trên bao bì,NVIDIA,17 - 18.9 inch,3 tháng,Mỹ,laptop,7.700.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,5.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.500.000 đ
Mới,MSI,Dòng Khác,Intel Core i7,16 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Việt Nam,laptop,29.000.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Portege,Intel Core i7,8 GB,256 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.800.000 đ
Đã sử dụng (qua sửa chữa),Toshiba,Satellite Series,Intel Core i5,4 GB,,In trên bao bì,,15 - 16.9 inch,Hết bảo hành,Trung Quốc,laptop,700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,11.250.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,7-12 tháng,Đang cập nhật,laptop,4.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,ZBook,Intel Core i5,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,9.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,laptop,5.700.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,16 GB,256 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,10.500.000 đ
Đã sử dụng (qua sửa chữa),HP,Envy,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,4.688.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Ryzen 3,,512 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,5.700.000 đ
Mới,HP,Dòng Khác,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,>12 tháng,Trung Quốc,laptop,10.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,16 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Đang cập nhật,laptop,9.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,10.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Còn bảo hành,Đang cập nhật,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,Ryzen 7,16 GB,512 GB,In trên bao bì,AMD,13 - 14.9 inch,7-12 tháng,Đang cập nhật,laptop,11.700.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro M2,Khác,16 GB,512 GB,In trên bao bì,Khác,13 - 14.9 inch,7-12 tháng,Mỹ,laptop,39.700.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Dòng khác,Khác,8 GB,128 GB,In trên bao bì,,,1 tháng,Đang cập nhật,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Pro 6,Intel Core i5,8 GB,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,6.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,4.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,5.300.000 đ
Đã sử dụng (chưa sửa chữa),MSI,Dòng Khác,Intel Core i7,16 GB,1 TB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,18.600.000 đ
Đã sử dụng (qua sửa chữa),Asus,Dòng Khác,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,ROG Strix Scar,Intel Core i7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,7-12 tháng,Trung Quốc,laptop,14.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Dòng Khác,Intel Core i3,8 GB,480 GB,In trên bao bì,AMD,13 - 14.9 inch,1 tháng,Mỹ,laptop,3.850.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Dòng Khác,AMD,16 GB,,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Nước khác,laptop,14.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Compaq,Intel Pentium,4 GB,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.850.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i7,16 GB,500 GB,In trên bao bì,NVIDIA,17 - 18.9 inch,Hết bảo hành,Đang cập nhật,laptop,6.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,6.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i3,4 GB,128 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.300.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Celeron,8 GB,1 TB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,1.700.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,32 GB,512 GB,In trên bao bì,Onboard,19 - 20.9 inch,Hết bảo hành,Nhật Bản,laptop,1.359.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i3,4 GB,500 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Việt Nam,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i5,8 GB,128 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Việt Nam,laptop,5.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Dòng Khác,Intel Core i3,2 GB,< 128 GB,In trên bao bì,Khác,< 9 inch,Hết bảo hành,Việt Nam,laptop,700.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Helios,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,4-6 tháng,Đang cập nhật,laptop,23.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Nước khác,laptop,5.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,FX Series/ZX Series,Ryzen 7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,4-6 tháng,Việt Nam,laptop,12.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,A series,Intel Core i3,4 GB,128 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,700.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Dòng khác,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,4.888.888 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Book 2,Intel Core i5,8 GB,256 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,10.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i3,4 GB,640 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,750.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i3,8 GB,512 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.300.000 đ
Mới,Acer,Aspire,,,,In trên bao bì,,,Bảo hành hãng,Việt Nam,laptop,8.999.000 đ
Mới,Lenovo,Dòng Khác,Intel Core i7,> 32GB,512 GB,In trên bao bì,Khác,15 - 16.9 inch,>12 tháng,Việt Nam,laptop,18.999.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,7.690.000 đ
Đã sử dụng (chưa sửa chữa),HP,Envy,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,8.100.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro M1,Khác,16 GB,1 TB,In trên bao bì,Khác,13 - 14.9 inch,>12 tháng,Mỹ,laptop,29.900.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i3,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,3.200.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,14.000.000 đ
Đã sử dụng (chưa sửa chữa),LG,Dòng Khác,Intel Core i5,8 GB,250 GB,In trên bao bì,Khác,13 - 14.9 inch,Bảo hành hãng,Việt Nam,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,5.700.000 đ
