,pc_brand,pc_model,elt_condition,elt_warranty,desktop_screen_size,pc_cpu,pc_ram,pc_vga,pc_drive_capacity,elt_origin,classify,price (VND),pc_cpu_label
766,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i5,8 GB,NVIDIA,128 GB,Việt Nam,desktop,4000000.0,Intel
767,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,> 32GB,Onboard,1 TB,Nước khác,desktop,14500000.0,Intel
768,desktop,desktop,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,512 GB,Việt Nam,desktop,17290000.0,Intel
769,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,8 GB,Onboard,128 GB,Nước khác,desktop,1800000.0,Intel
770,desktop,desktop,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,250 GB,Việt Nam,desktop,5100000.0,Intel
771,desktop,desktop,Đã sử dụng (chưa sửa chữa),7-12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Nước khác,desktop,5900000.0,Intel
772,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,AMD,16 GB,NVIDIA,750 GB,Nước khác,desktop,8000000.0,AMD
773,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i5,8 GB,NVIDIA,250 GB,Nước khác,desktop,1690000.0,Intel
774,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,16 GB,Onboard,1 TB,Việt Nam,desktop,3500000.0,Intel
775,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Nước khác,desktop,2500000.0,Intel
776,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i9,32 GB,NVIDIA,512 GB,Việt Nam,desktop,20590000.0,Intel
777,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,17 - 18.9 inch,Intel Core i7,16 GB,Onboard,500 GB,Nước khác,desktop,3500000.0,Intel
778,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i3,8 GB,NVIDIA,256 GB,Nhật Bản,desktop,4900000.0,Intel
779,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i3,8 GB,NVIDIA,128 GB,Nước khác,desktop,4200000.0,Intel
780,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,Onboard,1 TB,Nước khác,desktop,2100000.0,Intel
781,desktop,desktop,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Nước khác,desktop,500000.0,Intel
782,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Việt Nam,desktop,1600000.0,Intel
783,desktop,desktop,Mới,7-12 tháng,Không bán kèm màn hình,Intel Xeon,16 GB,NVIDIA,256 GB,Nước khác,desktop,5700000.0,Intel
784,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,NVIDIA,500 GB,Nước khác,desktop,2400000.0,Intel
785,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,500 GB,Nước khác,desktop,3500000.0,Intel
786,desktop,desktop,Đã sử dụng (qua sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i7,8 GB,NVIDIA,128 GB,Nước khác,desktop,2600000.0,Intel
787,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,Onboard,480 GB,Nước khác,desktop,1700000.0,Intel
788,desktop,desktop,Mới,>12 tháng,>= 21 inch,Intel Core i3,8 GB,NVIDIA,256 GB,Nước khác,desktop,9500000.0,Intel
789,desktop,desktop,Mới,>12 tháng,>= 21 inch,Intel Core i5,32 GB,NVIDIA,1 TB,Việt Nam,desktop,27500000.0,Intel
790,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i5,16 GB,NVIDIA,250 GB,Nước khác,desktop,7500000.0,Intel
791,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i5,8 GB,NVIDIA,250 GB,Nước khác,desktop,4800000.0,Intel
792,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,250 GB,Việt Nam,desktop,4500000.0,Intel
793,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,256 GB,Việt Nam,desktop,10200000.0,Intel
794,desktop,desktop,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i9,32 GB,NVIDIA,1 TB,Việt Nam,desktop,66890000.0,Intel
795,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Nước khác,desktop,5200000.0,Intel
796,desktop,desktop,Đã sử dụng (chưa sửa chữa),7-12 tháng,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,256 GB,Nước khác,desktop,3000000.0,Intel
797,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i7,16 GB,Onboard,256 GB,Nước khác,desktop,5800000.0,Intel
798,desktop,desktop,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i5,8 GB,AMD,128 GB,Việt Nam,desktop,3300000.0,Intel
799,desktop,desktop,Đã sử dụng (chưa sửa chữa),4-6 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,256 GB,Việt Nam,desktop,9500000.0,Intel
800,desktop,desktop,Mới,>12 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,250 GB,Việt Nam,desktop,2200000.0,Intel
801,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core 2 Duo,8 GB,Onboard,128 GB,Nước khác,desktop,490000.0,Intel
802,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,desktop,5999000.0,Intel
803,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,8 GB,NVIDIA,256 GB,Nước khác,desktop,8500000.0,Intel
804,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,6 GB,AMD,320 GB,Hàn Quốc,desktop,2300000.0,Intel
805,desktop,desktop,Mới,>12 tháng,>= 21 inch,Intel Core i3,4 GB,Onboard,128 GB,Việt Nam,desktop,3800000.0,Intel
806,desktop,desktop,Mới,Còn bảo hành,>= 21 inch,Intel Core i7,32 GB,NVIDIA,1 TB,Việt Nam,desktop,27990000.0,Intel
807,desktop,desktop,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i3,8 GB,AMD,128 GB,Việt Nam,desktop,3499999.0,Intel
808,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Pentium,8 GB,Onboard,128 GB,Nước khác,desktop,2600000.0,Intel
809,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Pentium,4 GB,Onboard,128 GB,Nước khác,desktop,1800000.0,Intel
810,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Xeon,> 32GB,NVIDIA,1 TB,Việt Nam,desktop,5500000.0,Intel
811,desktop,desktop,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i9,32 GB,NVIDIA,1 TB,Mỹ,desktop,41000000.0,Intel
812,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,256 GB,Nước khác,desktop,8400000.0,Intel
813,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i3,4 GB,Onboard,128 GB,Nhật Bản,desktop,750000.0,Intel
814,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i7,16 GB,Onboard,256 GB,Trung Quốc,desktop,8500000.0,Intel
815,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Việt Nam,desktop,3200000.0,Intel
816,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Nước khác,desktop,3300000.0,Intel
817,desktop,desktop,Đã sử dụng (chưa sửa chữa),7-12 tháng,>= 21 inch,Intel Xeon,32 GB,NVIDIA,256 GB,Nước khác,desktop,5999000.0,Intel
818,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i9,32 GB,NVIDIA,1 TB,Việt Nam,desktop,46000000.0,Intel
819,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i5,16 GB,NVIDIA,512 GB,Nước khác,desktop,12000000.0,Intel
820,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i3,8 GB,Onboard,256 GB,Nước khác,desktop,7600000.0,Intel
821,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,17 - 18.9 inch,Intel Core i5,8 GB,Onboard,1 TB,Nước khác,desktop,3000000.0,Intel
822,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core 2 Quad,4 GB,Onboard,128 GB,Nước khác,desktop,2500000.0,Intel
823,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,8 GB,NVIDIA,128 GB,Mỹ,desktop,10000000.0,Intel
824,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,32 GB,NVIDIA,256 GB,Nhật Bản,desktop,7990000.0,Intel
825,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,NVIDIA,128 GB,Nước khác,desktop,2000000.0,Intel
826,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,128 GB,Nước khác,desktop,2000000.0,Intel
827,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Xeon,16 GB,NVIDIA,250 GB,Nước khác,desktop,5600000.0,Intel
828,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,256 GB,Nước khác,desktop,1700000.0,Intel
829,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i5,16 GB,AMD,128 GB,Việt Nam,desktop,5700000.0,Intel
830,desktop,desktop,Đã sử dụng (chưa sửa chữa),>12 tháng,>= 21 inch,Intel Core i5,32 GB,AMD,512 GB,Việt Nam,desktop,19950000.0,Intel
831,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,128 GB,Nước khác,desktop,2600000.0,Intel
832,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,128 GB,Nước khác,desktop,1000000.0,Intel
833,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i5,> 32GB,NVIDIA,> 1 TB,Nước khác,desktop,200000.0,Intel
834,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i5,8 GB,NVIDIA,512 GB,Nước khác,desktop,2500000.0,Intel
835,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,128 GB,Nước khác,desktop,3500000.0,Intel
836,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,4 GB,Onboard,< 128 GB,Việt Nam,desktop,300000.0,Intel
837,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i7,4 GB,NVIDIA,500 GB,Nhật Bản,desktop,1300000.0,Intel
838,desktop,desktop,Mới,>12 tháng,>= 21 inch,Intel Xeon,32 GB,AMD,256 GB,Việt Nam,desktop,5000000.0,Intel
839,desktop,desktop,Mới,Còn bảo hành,>= 21 inch,Intel Core i7,8 GB,NVIDIA,256 GB,Việt Nam,desktop,5900000.0,Intel
840,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i5,4 GB,NVIDIA,500 GB,Việt Nam,desktop,900000.0,Intel
841,desktop,desktop,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i9,32 GB,NVIDIA,500 GB,Việt Nam,desktop,35490000.0,Intel
842,desktop,desktop,Mới,>12 tháng,Không bán kèm màn hình,Intel Core i9,32 GB,NVIDIA,1 TB,Việt Nam,desktop,51490000.0,Intel
843,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i9,16 GB,NVIDIA,256 GB,Nước khác,desktop,7990000.0,Intel
844,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i3,16 GB,AMD,256 GB,Việt Nam,desktop,12000000.0,Intel
845,desktop,desktop,Mới,Hết bảo hành,Không bán kèm màn hình,Intel Xeon,32 GB,NVIDIA,256 GB,Trung Quốc,desktop,4700000.0,Intel
846,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,Onboard,500 GB,Nước khác,desktop,6200000.0,Intel
847,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i3,16 GB,Onboard,128 GB,Trung Quốc,desktop,3000000.0,Intel
848,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,> 32GB,Onboard,128 GB,Nước khác,desktop,9999999.0,Intel
849,desktop,desktop,Đã sử dụng (qua sửa chữa),4-6 tháng,>= 21 inch,Intel Core i5,32 GB,NVIDIA,256 GB,Trung Quốc,desktop,4000000.0,Intel
850,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i3,16 GB,NVIDIA,256 GB,Nước khác,desktop,8200000.0,Intel
851,desktop,desktop,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i9,32 GB,NVIDIA,500 GB,Việt Nam,desktop,36490000.0,Intel
852,desktop,desktop,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i5,4 GB,NVIDIA,< 128 GB,Việt Nam,desktop,3300000.0,Intel
853,desktop,desktop,Đã sử dụng (qua sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i7,16 GB,Onboard,256 GB,Nước khác,desktop,4800000.0,Intel
854,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,128 GB,Nước khác,desktop,2900000.0,Intel
855,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i3,4 GB,Onboard,320 GB,Nước khác,desktop,1850000.0,Intel
856,desktop,desktop,Đã sử dụng (qua sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,128 GB,Nước khác,desktop,2000000.0,Intel
857,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i5,8 GB,NVIDIA,480 GB,Việt Nam,desktop,5000000.0,Intel
858,desktop,desktop,Đã sử dụng (qua sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,250 GB,Mỹ,desktop,2550000.0,Intel
859,desktop,desktop,Đã sử dụng (qua sửa chữa),Hết bảo hành,>= 21 inch,Intel Xeon,32 GB,Onboard,250 GB,Nước khác,desktop,6990000.0,Intel
860,desktop,desktop,Mới,7-12 tháng,Không bán kèm màn hình,Intel Xeon,32 GB,AMD,256 GB,Trung Quốc,desktop,5900000.0,Intel
861,desktop,desktop,Mới,7-12 tháng,>= 21 inch,Intel Core i5,8 GB,AMD,128 GB,Mỹ,desktop,5500000.0,Intel
862,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,128 GB,Việt Nam,desktop,1050000.0,Intel
863,desktop,desktop,Đã sử dụng (qua sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i3,16 GB,AMD,128 GB,Nước khác,desktop,12500000.0,Intel
864,desktop,desktop,Đã sử dụng (qua sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,desktop,6990000.0,Intel
865,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,8 GB,NVIDIA,512 GB,Nước khác,desktop,5000000.0,Intel
866,desktop,desktop,Mới,Hết bảo hành,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Nước khác,desktop,6950000.0,Intel
867,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,8 GB,Onboard,512 GB,Mỹ,desktop,5700000.0,Intel
868,desktop,desktop,Đã sử dụng (qua sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i3,8 GB,NVIDIA,128 GB,Việt Nam,desktop,3200000.0,Intel
869,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i3,16 GB,AMD,256 GB,Nước khác,desktop,8600000.0,Intel
870,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,AMD,16 GB,NVIDIA,> 1 TB,Việt Nam,desktop,11000000.0,AMD
871,desktop,desktop,Mới,>12 tháng,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,256 GB,Nước khác,desktop,6990000.0,Intel
872,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,NVIDIA,< 128 GB,Nước khác,desktop,5000000.0,Intel
873,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,8 GB,Onboard,250 GB,Việt Nam,desktop,3900000.0,Intel
874,desktop,desktop,Đã sử dụng (chưa sửa chữa),7-12 tháng,Không bán kèm màn hình,Intel Xeon,32 GB,NVIDIA,500 GB,Nước khác,desktop,8500000.0,Intel
875,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i5,16 GB,AMD,250 GB,Nước khác,desktop,5100000.0,Intel
876,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i3,4 GB,Onboard,500 GB,Nước khác,desktop,1000000.0,Intel
877,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i9,> 32GB,NVIDIA,512 GB,Việt Nam,desktop,13000000.0,Intel
878,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i7,8 GB,AMD,< 128 GB,Trung Quốc,desktop,3850000.0,Intel
879,desktop,desktop,Đã sử dụng (qua sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Atom,2 GB,NVIDIA,< 128 GB,Nước khác,desktop,500000.0,Intel
880,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,19 - 20.9 inch,Intel Core i7,8 GB,Onboard,< 128 GB,Nước khác,desktop,3700000.0,Intel
881,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Pentium,8 GB,Onboard,128 GB,Nhật Bản,desktop,1700000.0,Intel
882,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,desktop,4000000.0,Intel
883,desktop,desktop,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Xeon,32 GB,NVIDIA,128 GB,Nước khác,desktop,4600000.0,Intel
884,desktop,desktop,Mới,Hết bảo hành,Không bán kèm màn hình,Intel Xeon,32 GB,NVIDIA,128 GB,Nước khác,desktop,7500000.0,Intel
885,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core 2 Duo,4 GB,Onboard,256 GB,Nước khác,desktop,1000000.0,Intel
886,desktop,desktop,Đã sử dụng (qua sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Celeron,8 GB,NVIDIA,128 GB,Nước khác,desktop,1800000.0,Intel
887,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,8 GB,AMD,1 TB,Nước khác,desktop,8500000.0,Intel
888,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i7,8 GB,NVIDIA,128 GB,Nước khác,desktop,3000000.0,Intel
889,desktop,desktop,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i7,8 GB,NVIDIA,128 GB,Nước khác,desktop,3150000.0,Intel
890,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,AMD,16 GB,NVIDIA,256 GB,Nước khác,desktop,7800000.0,AMD
891,desktop,desktop,Đã sử dụng (qua sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i3,8 GB,Onboard,250 GB,Mỹ,desktop,4100000.0,Intel
892,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,8 GB,Onboard,128 GB,Nước khác,desktop,4200000.0,Intel
893,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i9,32 GB,Onboard,1 TB,Nước khác,desktop,52000000.0,Intel
894,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,128 GB,Nước khác,desktop,2800000.0,Intel
895,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i5,6 GB,Onboard,250 GB,Nước khác,desktop,2300000.0,Intel
896,desktop,desktop,Mới,Hết bảo hành,Không bán kèm màn hình,Intel Pentium,8 GB,Onboard,256 GB,Nước khác,desktop,4600000.0,Intel
897,desktop,desktop,Đã sử dụng (chưa sửa chữa),3 tháng,19 - 20.9 inch,Intel Core i5,4 GB,Onboard,250 GB,Nước khác,desktop,2360000.0,Intel
898,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i3,2 GB,Onboard,< 128 GB,Việt Nam,desktop,5500000.0,Intel
899,desktop,desktop,Mới,>12 tháng,>= 21 inch,Intel Xeon,32 GB,AMD,250 GB,Mỹ,desktop,7500000.0,Intel
900,desktop,desktop,Mới,7-12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Mỹ,desktop,6950000.0,Intel
901,desktop,desktop,Đã sử dụng (chưa sửa chữa),4-6 tháng,Không bán kèm màn hình,Ryzen 5,32 GB,NVIDIA,256 GB,Việt Nam,desktop,12900000.0,AMD
902,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Pentium,4 GB,Onboard,< 128 GB,Nước khác,desktop,1500000.0,Intel
903,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,> 32GB,NVIDIA,512 GB,Nước khác,desktop,13500000.0,Intel
904,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,128 GB,Mỹ,desktop,1900000.0,Intel
905,desktop,desktop,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,256 GB,Thái Lan,desktop,10800000.0,Intel
906,desktop,desktop,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i5,8 GB,Onboard,256 GB,Nước khác,desktop,7000000.0,Intel
907,desktop,desktop,Đã sử dụng (chưa sửa chữa),>12 tháng,>= 21 inch,Intel Core i5,16 GB,NVIDIA,< 128 GB,Việt Nam,desktop,8500000.0,Intel
908,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,17 - 18.9 inch,Intel Core i3,8 GB,NVIDIA,128 GB,Nước khác,desktop,3500000.0,Intel
909,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,32 GB,NVIDIA,250 GB,Nước khác,desktop,2400000.0,Intel
910,desktop,desktop,Đã sử dụng (chưa sửa chữa),2 tháng,19 - 20.9 inch,Intel Core i3,8 GB,Onboard,250 GB,Việt Nam,desktop,3200000.0,Intel
911,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,250 GB,Nước khác,desktop,2300000.0,Intel
912,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,Onboard,256 GB,Nước khác,desktop,2650000.0,Intel
913,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i7,16 GB,NVIDIA,250 GB,Nước khác,desktop,800000.0,Intel
914,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,32 GB,NVIDIA,512 GB,Nước khác,desktop,22800000.0,Intel
915,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,128 GB,Nước khác,desktop,3300000.0,Intel
916,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i3,8 GB,Onboard,128 GB,Nước khác,desktop,3000000.0,Intel
917,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Xeon,32 GB,AMD,256 GB,Nước khác,desktop,5000000.0,Intel
918,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i3,4 GB,Onboard,128 GB,Nước khác,desktop,2500000.0,Intel
919,desktop,desktop,Mới,2 tháng,>= 21 inch,Intel Core i5,8 GB,AMD,256 GB,Việt Nam,desktop,6500000.0,Intel
920,desktop,desktop,Đã sử dụng (chưa sửa chữa),7-12 tháng,>= 21 inch,Intel Core i5,16 GB,Onboard,500 GB,Nước khác,desktop,9500000.0,Intel
921,desktop,desktop,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i3,4 GB,Onboard,500 GB,Nước khác,desktop,750000.0,Intel
